(4, 'k', 606915967)
(4, 'l', -228855764)
(4, 'm', -1760128315)
(4, 'n', -439666910)
(4, 'o', -1601383166)
(4, 'p', 1734600628)
(4, 'q', -1127617905)
(4, 'r', -1221800172)
(4, 's', -1944998615)
(4, 't', -92854564)
(4, 'u', 1470208570)
(4, 'v', 1954725835)
(4, 'w', -116909201)
(4, 'x', -1601309515)
(4, 'y', 1015976302)
(4, 'z', 540961593)
(4, ' ', -1402123578)
(5, 'a', -1738668604)
(5, 'b', -1337966668)
(5, 'c', 24401054)
(5, 'd', -1876194114)
(5, 'e', 613536595)
(5, 'f', 1420500200)
(5, 'g', 1050389975)
(5, 'h', 1637671660)
(5, 'i', 1570652641)
(5, 'j', 1149793384)
(5, 'k', -122893551)
(5, 'l', -1531921467)
(5, 'm', -311823229)
(5, 'n', -1417634986)
(5, 'o', 1166296855)
(5, 'p', -752497560)
(5, 'q', 732729644)
(5, 'r', 1776271870)
(5, 's', -557252019)
(5, 't', -941975820)
(5, 'u', -1486918597)
(5, 'v', 220045709)
(5, 'w', -1662165668)
(5, 'x', -1984550010)
(5, 'y', -1755768866)
(5, 'z', 1878195828)
(5, ' ', 1783550285)
(6, 'a', 1536784949)
(6, 'b', 56300891)
(6, 'c', -12481597)
(6, 'd', -1695873136)
(6, 'e', 692227535)
(6, 'f', -454560751)
(6, 'g', 1501740419)
(6, 'h', 1706809460)
(6, 'i', -787998533)
(6, 'j', 89800909)
(6, 'k', 164068800)
(6, 'l', 1410871875)
(6, 'm', 385490243)
(6, 'n', -1643413881)
(6, 'o', 240719251)
(6, 'p', 1697146331)
(6, 'q', 2146730040)
(6, 'r', 1959056665)
(6, 's', -671272852)
(6, 't', 1433179360)
(6, 'u', -1916560184)
(6, 'v', 2039676733)
(6, 'w', 376140509)
(6, 'x', -706060951)
(6, 'y', -964677432)
(6, 'z', 1786601504)
(6, ' ', -863231463)
(7, 'a', 577453729)
(7, 'b', -1768248127)
(7, 'c', -673977135)
(7, 'd', 413112553)
(7, 'e', 717954264)
(7, 'f', -300900477)
(7, 'g', 686722208)
(7, 'h', 1185182869)
(7, 'i', 1243744586)
(7, 'j', -1249697316)
(7, 'k', -1038580978)
(7, 'l', 486027799)
(7, 'm', 1319388849)
(7, 'n', 1844610010)
(7, 'o', 1726973140)
(7, 'p', -268689524)
(7, 'q', -751405001)
(7, 'r', 310453242)
(7, 's', -1847094160)
(7, 't', 95551371)
(7, 'u', 50242424)
(7, 'v', 429870812)
(7, 'w', 50027995)
(7, 'x', 971310214)
(7, 'y', -1077223462)
(7, 'z', 2123067294)
(7, ' ', -1443666046)
(8, 'a', 1011712059)
(8, 'b', -108751880)
(8, 'c', 1321291647)
(8, 'd', 356279447)
(8, 'e', -44771409)
(8, 'f', -1216617073)
(8, 'g', 1769891476)
(8, 'h', -343936127)
(8, 'i', -1119492301)
(8, 'j', -1652544744)
(8, 'k', -1732199790)
(8, 'l', -292262797)
(8, 'm', -1995015693)
(8, 'n', 336943773)
(8, 'o', 1949526935)
(8, 'p', -805622731)
(8, 'q', -204796207)
(8, 'r', 416957126)
(8, 's', -1553795192)
(8, 't', -573993067)
(8, 'u', -2027881896)
(8, 'v', -569056751)
(8, 'w', -1656952606)
(8, 'x', 351413294)
(8, 'y', -795537939)
(8, 'z', -1187325384)
(8, ' ', 981190710)
(9, 'a', 1463745514)
(9, 'b', 844906811)
(9, 'c', 588823556)
(9, 'd', -339745035)
(9, 'e', 138075386)
(9, 'f', -286678539)
(9, 'g', 1197750229)
(9, 'h', -896529050)
(9, 'i', -921657399)
(9, 'j', -1434058872)
(9, 'k', -777524990)
(9, 'l', -550644299)
(9, 'm', 2074252302)
(9, 'n', 2112688757)
(9, 'o', -688665887)
(9, 'p', -1672250443)
(9, 'q', -1820808588)
(9, 'r', 1789778122)
(9, 's', 896492312)
(9, 't', 1748992863)
(9, 'u', 1934144532)
(9, 'v', -1236264182)
(9, 'w', -1070085864)
(9, 'x', -720461078)
(9, 'y', 1396647869)
(9, 'z', 1957062129)
(9, ' ', -330725771)
(10, 'a', -47873283)
(10, 'b', 358406653)
(10, 'c', 601646416)
(10, 'd', 1512358184)
(10, 'e', -28981357)
(10, 'f', 266897789)
(10, 'g', 906182333)
(10, 'h', 1216550719)
(10, 'i', -1342902221)
(10, 'j', -552586017)
(10, 'k', 989672203)
(10, 'l', -716260258)
(10, 'm', -824674063)
(10, 'n', -624398406)
(10, 'o', 66608870)
(10, 'p', 145828438)
(10, 'q', -1976085566)
(10, 'r', 1991269510)
(10, 's', 40532231)
(10, 't', -410376532)
(10, 'u', -278338462)
(10, 'v', 444630814)
(10, 'w', -293757155)
(10, 'x', -1132860368)
(10, 'y', 1520733759)
(10, 'z', 28803812)
(10, ' ', 488895721)
(11, 'a', -1731021468)
(11, 'b', -1093402249)
(11, 'c', 2096273399)
(11, 'd', -1019479321)
(11, 'e', 1874505714)
(11, 'f', 708950199)
(11, 'g', -1085802865)
(11, 'h', -220302040)
(11, 'i', 1281448540)
(11, 'j', -1261303793)
(11, 'k', -1537798441)
(11, 'l', -1083958120)
(11, 'm', -966567129)
(11, 'n', -1104927572)
(11, 'o', -992645769)
(11, 'p', -602782216)
(11, 'q', 2055094716)
(11, 'r', -1921272588)
(11, 's', 686083108)
(11, 't', -652686116)
(11, 'u', 506453791)
(11, 'v', 460382281)
(11, 'w', 88969367)
(11, 'x', 1857454675)
(11, 'y', -1952067246)
(11, 'z', 562019278)
(11, ' ', -1073962524)
(12, 'a', -617878373)
(12, 'b', -426516488)
(12, 'c', -724806048)
(12, 'd', -929371099)
(12, 'e', 1920887685)
(12, 'f', 336371746)
(12, 'g', 1784290238)
(12, 'h', -684761086)
(12, 'i', -317924565)
(12, 'j', 1804564708)
(12, 'k', 1861483778)
(12, 'l', 1604526983)
(12, 'm', 1514056864)
(12, 'n', 1042463942)
(12, 'o', 1868225213)
(12, 'p', -1572267363)
(12, 'q', 368713109)
(12, 'r', 2007440920)
(12, 's', 1771487200)
(12, 't', -2101799882)
(12, 'u', -1436431316)
(12, 'v', -299109750)
(12, 'w', -1543757643)
(12, 'x', -432874041)
(12, 'y', 688967291)
(12, 'z', -165328110)
(12, ' ', 387914102)
(13, 'a', 1095838489)
(13, 'b', 1775241498)
(13, 'c', -157562357)
(13, 'd', 1784592283)
(13, 'e', 1366208758)
(13, 'f', 153211166)
(13, 'g', 409575706)
(13, 'h', 506206279)
(13, 'i', -35186036)
(13, 'j', -1382294135)
(13, 'k', 1455457043)
(13, 'l', 1364264911)
(13, 'm', -1640140394)
(13, 'n', 1420943080)
(13, 'o', 1417636040)
(13, 'p', 32028865)
(13, 'q', 1851748294)
(13, 'r', -1234384528)
(13, 's', 502142652)
(13, 't', 408978637)
(13, 'u', -1188571862)
(13, 'v', -892200625)
(13, 'w', -1624747657)
(13, 'x', 1047736855)
(13, 'y', 174758357)
(13, 'z', 1925641692)
(13, ' ', 1341831988)
(14, 'a', 2134539034)
(14, 'b', 45453399)
(14, 'c', 2010495607)
(14, 'd', 513084791)
(14, 'e', -1142010340)
(14, 'f', -1780469096)
(14, 'g', -407821326)
(14, 'h', -756573683)
(14, 'i', -1024532351)
(14, 'j', 783794385)
(14, 'k', -1429479905)
(14, 'l', 1672318679)
(14, 'm', 127583559)
(14, 'n', -960740789)
(14, 'o', 249667747)
(14, 'p', -2116011238)
(14, 'q', 740997366)
(14, 'r', 578171617)
(14, 's', 376862069)
(14, 't', -1213054091)
(14, 'u', 2114190902)
(14, 'v', -1485690461)
(14, 'w', -183763764)
(14, 'x', 1059537320)
(14, 'y', -1477433553)
(14, 'z', -120389084)
(14, ' ', -2106221579)
(15, 'a', -2126449124)
(15, 'b', -840167228)
(15, 'c', -2015219555)
(15, 'd', -1011924109)
(15, 'e', 113251180)
(15, 'f', -33228373)
(15, 'g', -1094605647)
(15, 'h', -1724705754)
(15, 'i', 1363739652)
(15, 'j', -1974085101)
(15, 'k', -1414654308)
(15, 'l', 28623516)
(15, 'm', 204097254)
(15, 'n', -77135860)
(15, 'o', 134044223)
(15, 'p', 1659521555)
(15, 'q', -119341711)
(15, 'r', 771956070)
(15, 's', 1792753461)
(15, 't', -82825312)
(15, 'u', 452481421)
(15, 'v', -2001069970)
(15, 'w', 648738942)
(15, 'x', -1347458127)
(15, 'y', -1069639369)
(15, 'z', 1441562400)
(15, ' ', -395274763)
(16, 'a', -485439523)
(16, 'b', -1721194182)
(16, 'c', -699853164)
(16, 'd', -1525618526)
(16, 'e', -507629665)
(16, 'f', 894998149)
(16, 'g', -1877598356)
(16, 'h', -442761703)
(16, 'i', 1199178337)
(16, 'j', 1619738072)
(16, 'k', 641909924)
(16, 'l', 883928461)
(16, 'm', -1919881236)
(16, 'n', -2009866740)
(16, 'o', -245756418)
(16, 'p', 108819612)
(16, 'q', 1024277581)
(16, 'r', -546988669)
(16, 's', -1575219994)
(16, 't', 972287991)
(16, 'u', -117579618)
(16, 'v', -1111230617)
(16, 'w', 54071990)
(16, 'x', -595335849)
(16, 'y', -1469211197)
(16, 'z', 1269752285)
(16, ' ', 1107397469)
(17, 'a', -1657395290)
(17, 'b', -1714378513)
(17, 'c', -1262616130)
(17, 'd', 665053740)
(17, 'e', 767696189)
(17, 'f', -871457241)
(17, 'g', 66974772)
(17, 'h', -413652320)
(17, 'i', -2050741846)
(17, 'j', 2111377405)
(17, 'k', 1053310296)
(17, 'l', -112067957)
(17, 'm', 148557435)
(17, 'n', -1494864312)
(17, 'o', -864845736)
(17, 'p', -1064632048)
(17, 'q', 1146053616)
(17, 'r', 1118842759)
(17, 's', 1103241771)
(17, 't', 89366111)
(17, 'u', 1084054013)
(17, 'v', 2075231041)
(17, 'w', 625777270)
(17, 'x', -842191192)
(17, 'y', -2063478405)
(17, 'z', 445574825)
(17, ' ', -782121308)
(18, 'a', 361352282)
(18, 'b', 1756863757)
(18, 'c', -1490671554)
(18, 'd', -1303038616)
(18, 'e', 1158736085)
(18, 'f', -741620503)
(18, 'g', 102234469)
(18, 'h', 2107946353)
(18, 'i', 187539018)
(18, 'j', -2044625657)
(18, 'k', 1492219318)
(18, 'l', 621344284)
(18, 'm', -486881799)
(18, 'n', 1943014607)
(18, 'o', -1491297048)
(18, 'p', -2122319987)
(18, 'q', 1406241424)
(18, 'r', -986665882)
(18, 's', 926021284)
(18, 't', 1372921797)
(18, 'u', -629207329)
(18, 'v', -1648384047)
(18, 'w', 1617823956)
(18, 'x', 53054042)
(18, 'y', 1929423189)
(18, 'z', -658593835)
(18, ' ', -559303564)
(19, 'a', -598870175)
(19, 'b', 1757410816)
(19, 'c', 245681130)
(19, 'd', 923408997)
(19, 'e', 235256227)
(19, 'f', 292595979)
(19, 'g', -1378821330)
(19, 'h', 861717440)
(19, 'i', -594825020)
(19, 'j', -878798682)
(19, 'k', -1732143213)
(19, 'l', -1736598043)
(19, 'm', 2075045378)
(19, 'n', 1610023438)
(19, 'o', 1555323467)
(19, 'p', -1818613689)
(19, 'q', 225001514)
(19, 'r', 536322476)
(19, 's', 1409506573)
(19, 't', -2064539188)
(19, 'u', -1561636313)
(19, 'v', 1448325170)
(19, 'w', 1006462889)
(19, 'x', -955317381)
(19, 'y', -860448896)
(19, 'z', 760478008)
(19, ' ', -1530028632)
(20, 'a', -288141797)
(20, 'b', -1751483686)
(20, 'c', -958244218)
(20, 'd', -1553804811)
(20, 'e', -1910375411)
(20, 'f', -800725684)
(20, 'g', 1093248504)
(20, 'h', 1302722440)
(20, 'i', -219965483)
(20, 'j', -1382064847)
(20, 'k', -869579911)
(20, 'l', -1156730143)
(20, 'm', 1072885482)
(20, 'n', -996774572)
(20, 'o', -1793070070)
(20, 'p', -1967232142)
(20, 'q', -2136862672)
(20, 'r', 1247514632)
(20, 's', -1171622940)
(20, 't', 666139381)
(20, 'u', -1926155234)
(20, 'v', 1907225163)
(20, 'w', 1566324247)
(20, 'x', -198030837)
(20, 'y', 389938865)
(20, 'z', -1333411748)
(20, ' ', 772078240)
(21, 'a', 2104505225)
(21, 'b', -976429695)
(21, 'c', 221991571)
(21, 'd', 1865577580)
(21, 'e', 71942345)
(21, 'f', -592277231)
(21, 'g', -1871018497)
(21, 'h', 18635165)
(21, 'i', -1463475752)
(21, 'j', 1742937157)
(21, 'k', 308546547)
(21, 'l', -1769025382)
(21, 'm', -911207203)
(21, 'n', 321645475)
(21, 'o', 1190081735)
(21, 'p', 543297590)
(21, 'q', 751075921)
(21, 'r', 457661896)
(21, 's', 1199477314)
(21, 't', -463931406)
(21, 'u', 1554880255)
(21, 'v', -1265454844)
(21, 'w', -1613401722)
(21, 'x', -383711354)
(21, 'y', 1650425069)
(21, 'z', -249466218)
(21, ' ', -234864429)
(22, 'a', -1434611724)
(22, 'b', 1997942634)
(22, 'c', 1139917199)
(22, 'd', 1426224585)
(22, 'e', 178895072)
(22, 'f', -1904555062)
(22, 'g', -387940551)
(22, 'h', -1811271135)
(22, 'i', -1967021580)
(22, 'j', 1484029807)
(22, 'k', -329477273)
(22, 'l', 268151567)
(22, 'm', -952165279)
(22, 'n', 1562340793)
(22, 'o', 2024969402)
(22, 'p', 1660085807)
(22, 'q', 475909077)
(22, 'r', -1628282441)
(22, 's', -543918656)
(22, 't', 1783295493)
(22, 'u', -520456690)
(22, 'v', 805017404)
(22, 'w', -1097906006)
(22, 'x', -1246359430)
(22, 'y', -132057016)
(22, 'z', 1299642507)
(22, ' ', -1074351841)
(23, 'a', 985226487)
(23, 'b', -138183568)
(23, 'c', -455038008)
(23, 'd', -1377649344)
(23, 'e', -295543782)
(23, 'f', -1644207297)
(23, 'g', -2037543464)
(23, 'h', 1806883099)
(23, 'i', 1350583759)
(23, 'j', -1674008880)
(23, 'k', 1572582976)
(23, 'l', -925166146)
(23, 'm', -963512406)
(23, 'n', 937401466)
(23, 'o', -2133395981)
(23, 'p', 1391091312)
(23, 'q', -948367824)
(23, 'r', -428623846)
(23, 's', -1890763649)
(23, 't', -1365724773)
(23, 'u', 2025678872)
(23, 'v', 553514319)
(23, 'w', 24479864)
(23, 'x', -1098262818)
(23, 'y', 932235929)
(23, 'z', 1691522399)
(23, ' ', 1380005778)
(24, 'a', 1252960441)
(24, 'b', -255391413)
(24, 'c', 51376005)
(24, 'd', -1417526353)
(24, 'e', 2012808954)
(24, 'f', -1168239564)
(24, 'g', 555715515)
(24, 'h', -684976284)
(24, 'i', -1439901810)
(24, 'j', -697266567)
(24, 'k', -902336960)
(24, 'l', -458162328)
(24, 'm', 387121280)
(24, 'n', -887195333)
(24, 'o', -1273903606)
(24, 'p', -1302614158)
(24, 'q', -1769127522)
(24, 'r', 1455120596)
(24, 's', -1603558133)
(24, 't', 1002411724)
(24, 'u', -399270019)
(24, 'v', -110392701)
(24, 'w', -1204858740)
(24, 'x', -347867503)
(24, 'y', 952453201)
(24, 'z', -1415548884)
(24, ' ', -1901869092)
(25, 'a', 1512909280)
(25, 'b', 1013542731)
(25, 'c', -337406243)
(25, 'd', 952450224)
(25, 'e', -1795833474)
(25, 'f', -1879544826)
(25, 'g', -860801205)
(25, 'h', -2082869607)
(25, 'i', 59650679)
(25, 'j', 1683798439)
(25, 'k', -1763363555)
(25, 'l', -777601812)
(25, 'm', 1676272779)
(25, 'n', 278571414)
(25, 'o', -1486888822)
(25, 'p', 1728623353)
(25, 'q', -1637332889)
(25, 'r', 1013621178)
(25, 's', -415055642)
(25, 't', 774248002)
(25, 'u', -1168246935)
(25, 'v', -1921085373)
(25, 'w', 1416598504)
(25, 'x', -2127443477)
(25, 'y', -1800324991)
(25, 'z', 964554757)
(25, ' ', 716919319)
(26, 'a', 513634408)
(26, 'b', 448891735)
(26, 'c', -1069906811)
(26, 'd', 2086127713)
(26, 'e', -2064156740)
(26, 'f', 226447346)
(26, 'g', -1175912837)
(26, 'h', -74099258)
(26, 'i', -904141014)
(26, 'j', 53739726)
(26, 'k', -191486510)
(26, 'l', -266646243)
(26, 'm', -1153018408)
(26, 'n', 1841478384)
(26, 'o', 1768126978)
(26, 'p', -2122499479)
(26, 'q', 269504954)
(26, 'r', -1408183594)
(26, 's', -340191329)
(26, 't', 1853030972)
(26, 'u', -1736681812)
(26, 'v', -636510644)
(26, 'w', 411142045)
(26, 'x', 2013710071)
(26, 'y', -1337978489)
(26, 'z', -307177895)
(26, ' ', -1080222745)
(27, 'a', -2052319692)
(27, 'b', -618763904)
(27, 'c', 530302818)
(27, 'd', 1475078866)
(27, 'e', -1333778311)
(27, 'f', -1298319587)
(27, 'g', -1988940529)
(27, 'h', -1123633397)
(27, 'i', 1161056520)
(27, 'j', 2126167818)
(27, 'k', -735058527)
(27, 'l', 507728312)
(27, 'm', -1674872919)
(27, 'n', -780923367)
(27, 'o', 209031065)
(27, 'p', -891854314)
(27, 'q', 342685274)
(27, 'r', -664866579)
(27, 's', -963014339)
(27, 't', -239018897)
(27, 'u', -987475786)
(27, 'v', -1592404433)
(27, 'w', -1702432278)
(27, 'x', 1532126140)
(27, 'y', -1880622520)
(27, 'z', 970977555)
(27, ' ', 387627339)
(28, 'a', 446096282)
(28, 'b', -1962879697)
(28, 'c', 1072588330)
(28, 'd', 1681105121)
(28, 'e', -1453388447)
(28, 'f', -1199298424)
(28, 'g', -248984562)
(28, 'h', 1395657670)
(28, 'i', -369349663)
(28, 'j', -1768104964)
(28, 'k', -569840097)
(28, 'l', -581546061)
(28, 'm', 1809864596)
(28, 'n', 123211298)
(28, 'o', -1893172628)
(28, 'p', -1247139732)
(28, 'q', -195806531)
(28, 'r', 776896507)
(28, 's', -1861122455)
(28, 't', 60008327)
(28, 'u', -1248698559)
(28, 'v', 1656966550)
(28, 'w', -576627698)
(28, 'x', -1291737567)
(28, 'y', -1562601396)
(28, 'z', 836719465)
(28, ' ', -1824106041)
(29, 'a', -296019207)
(29, 'b', -22711133)
(29, 'c', 1026416842)
(29, 'd', 510007925)
(29, 'e', -291335479)
(29, 'f', -2023257609)
(29, 'g', 326911261)
(29, 'h', -1581276521)
(29, 'i', -905495577)
(29, 'j', -1402530893)
(29, 'k', 812498255)
(29, 'l', -1591123516)
(29, 'm', 640831901)
(29, 'n', 1876149911)
(29, 'o', -2043749013)
(29, 'p', -1854168061)
(29, 'q', 530221697)
(29, 'r', 1993144117)
(29, 's', -981338016)
(29, 't', 399283803)
(29, 'u', -722106224)
(29, 'v', 798331747)
(29, 'w', 1985009981)
(29, 'x', 644545479)
(29, 'y', -1512939436)
(29, 'z', -154704153)
(29, ' ', 467814490)
(30, 'a', -26123550)
(30, 'b', 14094496)
(30, 'c', 1898276738)
(30, 'd', -1956298576)
(30, 'e', 796791461)
(30, 'f', -241703379)
(30, 'g', -892577812)
(30, 'h', -889239952)
(30, 'i', 1592498667)
(30, 'j', 411422159)
(30, 'k', 1200350493)
(30, 'l', 1968775515)
(30, 'm', 554471365)
(30, 'n', -540283574)
(30, 'o', -1837943774)
(30, 'p', 221705315)
(30, 'q', -2111294550)
(30, 'r', -953115721)
(30, 's', 2108171264)
(30, 't', 1968677478)
(30, 'u', 152582309)
(30, 'v', -126468765)
(30, 'w', -1672091154)
(30, 'x', -1535905898)
(30, 'y', -1608984426)
(30, 'z', -131426079)
(30, ' ', 312640347)
(31, 'a', 626487954)
(31, 'b', 723164437)
(31, 'c', 1410285959)
(31, 'd', -1749435219)
(31, 'e', -1964916595)
(31, 'f', -955944568)
(31, 'g', 451804383)
(31, 'h', 1681986816)
(31, 'i', 2081557387)
(31, 'j', 1555987097)
(31, 'k', -1773937188)
(31, 'l', -25510881)
(31, 'm', 1846259210)
(31, 'n', 1437414282)
(31, 'o', 1823497230)
(31, 'p', -901578947)
(31, 'q', 1686300386)
(31, 'r', 62999608)
(31, 's', -573878143)
(31, 't', 40864400)
(31, 'u', -1445049054)
(31, 'v', -987865374)
(31, 'w', 263627474)
(31, 'x', -256250250)
(31, 'y', -306819332)
(31, 'z', 2043437156)
(31, ' ', -1795308499)
(32, 'a', -1401732808)
(32, 'b', 1065670098)
(32, 'c', -1492374607)
(32, 'd', -444323384)
(32, 'e', -1180825547)
(32, 'f', -680586880)
(32, 'g', 418934323)
(32, 'h', 1515963910)
(32, 'i', 150612304)
(32, 'j', 1994242647)
(32, 'k', -1656820023)
(32, 'l', 563080979)
(32, 'm', 1278264409)
(32, 'n', -1640763679)
(32, 'o', -780651390)
(32, 'p', 40543204)
(32, 'q', -2009828548)
(32, 'r', 1774590083)
(32, 's', -1809841053)
(32, 't', 963217729)
(32, 'u', 994435035)
(32, 'v', 113807694)
(32, 'w', 1298340245)
(32, 'x', -472676305)
(32, 'y', -2087873104)
(32, 'z', -1718562507)
(32, ' ', 1882583082)
(33, 'a', -1380941715)
(33, 'b', -1327560162)
(33, 'c', 1249396890)
(33, 'd', 1248585161)
(33, 'e', -471014628)
(33, 'f', 1491831085)
(33, 'g', -581166618)
(33, 'h', 1029304161)
(33, 'i', -1762533596)
(33, 'j', -1222326115)
(33, 'k', 1956715617)
(33, 'l', 75494610)
(33, 'm', -661282367)
(33, 'n', -64542954)
(33, 'o', -1474896470)
(33, 'p', 2107681141)
(33, 'q', -1537242088)
(33, 'r', -1580978628)
(33, 's', 1838213031)
(33, 't', -137369931)
(33, 'u', 878790911)
(33, 'v', -706760510)
(33, 'w', -363424974)
(33, 'x', -1523837247)
(33, 'y', 1930396925)
(33, 'z', 1070059052)
(33, ' ', 607931913)
(34, 'a', -769487752)
(34, 'b', 798975559)
(34, 'c', 1769207387)
(34, 'd', 1860515532)
(34, 'e', -1736527519)
(34, 'f', -1064817911)
(34, 'g', -1233773465)
(34, 'h', -31083631)
(34, 'i', -442153187)
(34, 'j', -1301125650)
(34, 'k', 2120120462)
(34, 'l', -1079211338)
(34, 'm', 1843155109)
(34, 'n', 807937356)
(34, 'o', 1061104806)
(34, 'p', -1637624598)
(34, 'q', -1906547852)
(34, 'r', 408487520)
(34, 's', -754650636)
(34, 't', 621185561)
(34, 'u', -1995243216)
(34, 'v', 434258798)
(34, 'w', 272608886)
(34, 'x', -1997853211)
(34, 'y', 464262274)
(34, 'z', -2068919432)
(34, ' ', -1114647109)
(35, 'a', -425190385)
(35, 'b', -1121684893)
(35, 'c', 678070797)
(35, 'd', -2106087932)
(35, 'e', -1673453064)
(35, 'f', -502414909)
(35, 'g', 1772696870)
(35, 'h', 1861857723)
(35, 'i', -455815906)
(35, 'j', -1674734706)
(35, 'k', 1640761244)
(35, 'l', 1488225333)
(35, 'm', -1286979171)
(35, 'n', 2056388214)
(35, 'o', 1203103591)
(35, 'p', -2005052647)
(35, 'q', 191767984)
(35, 'r', -720930397)
(35, 's', 638303089)
(35, 't', 956031643)
(35, 'u', -1067669303)
(35, 'v', -98700188)
(35, 'w', -1358387843)
(35, 'x', -80358558)
(35, 'y', -1275969850)
(35, 'z', -1965824339)
(35, ' ', 1245825909)
(36, 'a', 1991245509)
(36, 'b', -610444439)
(36, 'c', 347762178)
(36, 'd', 251627990)
(36, 'e', -792456307)
(36, 'f', -654198077)
(36, 'g', 1667760981)
(36, 'h', -728946145)
(36, 'i', 1248384066)
(36, 'j', 1659863945)
(36, 'k', -2131724500)
(36, 'l', 1009413587)
(36, 'm', 1782833120)
(36, 'n', -427026769)
(36, 'o', -146143443)
(36, 'p', 1310459522)
(36, 'q', 1431734357)
(36, 'r', 2100973155)
(36, 's', -2026941793)
(36, 't', 714124373)
(36, 'u', 1258908968)
(36, 'v', -672712270)
(36, 'w', -1734377323)
(36, 'x', 827902329)
(36, 'y', 1100513403)
(36, 'z', 332995958)
(36, ' ', 1343656399)
(37, 'a', 1419137104)
(37, 'b', -1795891117)
(37, 'c', 1397265814)
(37, 'd', -489993883)
(37, 'e', 1572295486)
(37, 'f', -1671365749)
(37, 'g', -981605812)
(37, 'h', -1592040379)
(37, 'i', -1657598599)
(37, 'j', -169164712)
(37, 'k', -946537368)
(37, 'l', -1504789636)
(37, 'm', 865952205)
(37, 'n', 407532912)
(37, 'o', -1254021754)
(37, 'p', -1774285364)
(37, 'q', -1304305788)
(37, 'r', 1159293677)
(37, 's', 903712529)
(37, 't', 1110163386)
(37, 'u', -1714309553)
(37, 'v', 1316309201)
(37, 'w', -768262815)
(37, 'x', 568137233)
(37, 'y', -2029606208)
(37, 'z', -1206115349)
(37, ' ', -725694385)
(38, 'a', -1321213241)
(38, 'b', -1386278560)
(38, 'c', 567804346)
(38, 'd', -1954553505)
(38, 'e', -1266752550)
(38, 'f', 1265266610)
(38, 'g', 1564588504)
(38, 'h', -476983033)
(38, 'i', 140481284)
(38, 'j', 1866026294)
(38, 'k', -1601335932)
(38, 'l', 157633179)
(38, 'm', 859030357)
